carrier_code,department,locality,country
73686000,"Tolima","Santa Isabel",CO
73770000,"Tolima","Suarez",CO
73854000,"Tolima","Valle De San Juan",CO
73861000,"Tolima","Venadillo",CO
73870000,"Tolima","Villahermosa",CO
73873000,"Tolima","Villarrica",CO
76001000,"Valle Del Cauca","Cali",CO
76020000,"Valle Del Cauca","Alcala",CO
76036000,"Valle Del Cauca","Andalucia",CO
76041000,"Valle Del Cauca","Ansermanuevo",CO
76054000,"Valle Del Cauca","Argelia",CO
76100000,"Valle Del Cauca","Bolivar",CO
76109000,"Valle Del Cauca","Buenaventura",CO
76111000,"Valle Del Cauca","Guadalajara De Buga",CO
76113000,"Valle Del Cauca","Bugalagrande",CO
76122000,"Valle Del Cauca","Caicedonia",CO
76126000,"Valle Del Cauca","Calima",CO
76130000,"Valle Del Cauca","Candelaria",CO
76147000,"Valle Del Cauca","Cartago",CO
76233000,"Valle Del Cauca","Dagua",CO
76243000,"Valle Del Cauca","El Aguila",CO
76246000,"Valle Del Cauca","El Cairo",CO
76248000,"Valle Del Cauca","El Cerrito",CO
76250000,"Valle Del Cauca","El Dovio",CO
76275000,"Valle Del Cauca","Florida",CO
76306000,"Valle Del Cauca","Ginebra",CO
76318000,"Valle Del Cauca","Guacari",CO
76364000,"Valle Del Cauca","Jamundi",CO
76377000,"Valle Del Cauca","La Cumbre",CO
76400000,"Valle Del Cauca","La Union",CO
76403000,"Valle Del Cauca","La Victoria",CO
76497000,"Valle Del Cauca","Obando",CO
76520000,"Valle Del Cauca","Palmira",CO
76563000,"Valle Del Cauca","Pradera",CO
76606000,"Valle Del Cauca","Restrepo",CO
76616000,"Valle Del Cauca","Riofrio",CO
76622000,"Valle Del Cauca","Roldanillo",CO
76520026,"Valle Del Cauca","Rozo",CO
76670000,"Valle Del Cauca","San Pedro",CO
76736000,"Valle Del Cauca","Sevilla",CO
76823000,"Valle Del Cauca","Toro",CO
76828000,"Valle Del Cauca","Trujillo",CO
76834000,"Valle Del Cauca","Tulua",CO
76845000,"Valle Del Cauca","Ulloa",CO
76863000,"Valle Del Cauca","Versalles",CO
76869000,"Valle Del Cauca","Vijes",CO
76890000,"Valle Del Cauca","Yotoco",CO
76892000,"Valle Del Cauca","Yumbo",CO
76895000,"Valle Del Cauca","Zarzal",CO
97001000,"Vaupes","Mitu",CO
97161000,"Vaupes","Caruru",CO
97511000,"Vaupes","Pacoa",CO
97666000,"Vaupes","Taraira",CO
97777000,"Vaupes","Papunaua",CO
97889000,"Vaupes","Yavarate",CO
99001000,"Vichada","Puerto Carreño",CO
99524000,"Vichada","La Primavera",CO
99624000,"Vichada","Santa Rosalia",CO
99773000,"Vichada","Cumaribo",CO
20250002,"Cesar","La Loma",CO
52215002,"Nariño","Llorente",CO
76130008,"Valle Del Cauca","Villa Gorgona",CO
81065008,"Arauca","La Esmeralda",CO
86865000,"Putumayo","La Hormiga",CO
86885000,"Putumayo","Villagarzón",CO
86885001,"Putumayo","Puerto Umbria",CO
86001000,"Putumayo","Mocoa",CO
86001002,"Putumayo","El Pepino",CO
86001003,"Putumayo","Pueblo Viejo",CO
86001004,"Putumayo","Puerto Limón",CO
86001006,"Putumayo","San Antonio",CO
86001009,"Putumayo","Yunguillo",CO
86001014,"Putumayo","La Tebaida",CO
86001016,"Putumayo","Alto Afan",CO
86001017,"Putumayo","Brisas Del Sol",CO
86001018,"Putumayo","Planadas",CO
86001019,"Putumayo","Rumiyaco",CO
86001020,"Putumayo","San Antonio 2",CO
86219000,"Putumayo","Colón",CO
86219001,"Putumayo","San Pedro",CO
86219002,"Putumayo","Las Palmas",CO
86219003,"Putumayo","Michuacan",CO
86320000,"Putumayo","Orito",CO
86320001,"Putumayo","Tesalia",CO
86320004,"Putumayo","Lucitania",CO
86320008,"Putumayo","Buenos Aires",CO
86320009,"Putumayo","San Vicente De Luzón",CO
86320010,"Putumayo","Siberia",CO
86320011,"Putumayo","Simón Bolívar",CO
86320013,"Putumayo","El Achiote",CO
86320014,"Putumayo","El Líbano",CO
86320015,"Putumayo","El Paraiso",CO
86320016,"Putumayo","El Yarumo",CO
86568000,"Putumayo","Puerto Asís",CO
86569000,"Putumayo","Puerto Caicedo",CO
86571000,"Putumayo","Puerto Guzmán",CO
73616001,"Tolima","Herrera",CO
54810002,"N De Santander","La Gabarra",CO
50370001,"Meta","La Julia",CO
05861002,"Antioquia","Bolombo",CO
25645001,"Cundinamarca","Santandercito",CO
86760000,"Putumayo","Santiago",CO
73001032,"Tolima","Alto De Gualanday",CO
85001002,"Casanare","La Chaparrera",CO
68770001,"Santander","Olival",CO
81065017,"Arauca","Panama",CO
73555002,"Tolima","Gaitania",CO
44090003,"La Guajira","Mingueo",CO
86749000,"Putumayo","Sibundoy",CO
13001004,"Bayunca","Bolívar Cartagena De Indias",CO
73268001,"Chicoral","Tolima Espina",CO
86573000,"Puerto Leguízamo","Putumayo Puerto Leguízamo",CO
73168004,"El Limón","Tolima Chaparral",CO
66594002,"Irra","Risaralda Quinchía",CO
05038008,"Llanos De Cuiba","Antioquia Llanos De Cuiba",CO
25743005,"Cundinamarca","Subia",CO
73678004,"Payandé","Tolima Payandé",CO
86755000,"Putumayo","San Francisco",CO
52786002,"Nariño","El Tablón",CO
20175016,"Cesar","La Mata",CO
54810017,"Norte De Santander","Campo Dos",CO
50573003,"Meta","Pachaquiaro",CO
13430013,"Bolívar","Juan Arias Magangué",CO
25530001,"Cundinamarca","Maya Paratebueno",CO
15204001,"Cundinamarca","Subia",CO
19698007,"Cauca","Mondomo",CO
73024001,"Tolima","Arada",CO
